ciclo,userId,contratoId,intento_exitoso,operacion_exitosa,token_valido,caso
1,empleado_1,9,False,False,True,caso3
2,empleado_1,1,False,False,False,caso2
3,empleado_2,2,False,False,False,caso2
4,empleado_3,9,False,False,True,caso3
5,empleado_4,4,True,True,True,caso1
6,empleado_3,3,False,False,False,caso2
7,empleado_4,4,True,True,True,caso1
8,empleado_1,1,True,True,True,caso1
9,empleado_4,4,True,True,True,caso1
10,empleado_4,4,True,True,True,caso1
11,empleado_4,4,True,True,True,caso1
12,empleado_4,9,False,False,True,caso3
13,empleado_4,4,True,True,True,caso1
14,empleado_3,8,False,False,True,caso3
15,empleado_4,4,True,True,True,caso1
16,empleado_2,2,True,True,True,caso1
17,empleado_4,4,False,False,False,caso2
18,empleado_4,5,False,False,True,caso3
19,empleado_2,9,False,False,True,caso3
20,empleado_2,2,True,True,True,caso1
21,empleado_4,4,False,False,False,caso2
22,empleado_2,2,True,True,True,caso1
23,aspirante_3,3,False,False,True,caso4
24,empleado_1,1,False,False,False,caso2
25,empleado_4,4,True,True,True,caso1
26,empleado_3,3,True,True,True,caso1
27,empleado_3,3,False,False,False,caso2
28,empleado_3,3,False,False,False,caso2
29,empleado_4,9,False,False,True,caso3
30,empleado_1,1,True,True,True,caso1
31,empleado_4,4,False,False,False,caso2
32,empleado_3,9,False,False,True,caso3
33,empleado_4,4,False,False,False,caso2
34,empleado_4,4,False,False,False,caso2
35,empleado_1,10,False,False,True,caso3
36,empleado_3,6,False,False,True,caso3
37,empleado_3,3,True,True,True,caso1
38,empleado_1,1,False,False,False,caso2
39,empleado_4,4,True,True,True,caso1
40,empleado_2,2,True,True,True,caso1
41,empleado_4,6,False,False,True,caso3
42,empleado_3,3,True,True,True,caso1
43,empleado_1,8,False,False,True,caso3
44,empleado_2,6,False,False,True,caso3
45,empleado_4,4,False,False,False,caso2
46,empleado_3,7,False,False,True,caso3
47,empleado_4,4,True,True,True,caso1
48,empleado_4,4,False,False,False,caso2
49,aspirante_3,3,False,False,True,caso4
50,aspirante_4,4,False,False,True,caso4
51,empleado_2,2,False,False,False,caso2
52,empleado_1,1,False,False,False,caso2
53,empleado_3,8,False,False,True,caso3
54,empleado_4,4,True,True,True,caso1
55,empleado_1,1,True,True,True,caso1
56,aspirante_3,3,False,False,True,caso4
57,empleado_3,5,False,False,True,caso3
58,empleado_2,2,True,True,True,caso1
59,aspirante_2,2,False,False,True,caso4
60,empleado_1,6,False,False,True,caso3
61,empleado_1,1,True,True,True,caso1
62,empleado_4,5,False,False,True,caso3
63,empleado_3,8,False,False,True,caso3
64,empleado_4,4,True,True,True,caso1
65,empleado_3,3,True,True,True,caso1
66,empleado_4,8,False,False,True,caso3
67,empleado_4,4,True,True,True,caso1
68,empleado_2,2,True,True,True,caso1
69,aspirante_1,1,False,False,True,caso4
70,empleado_2,2,False,False,False,caso2
71,aspirante_4,4,False,False,True,caso4
72,empleado_4,4,True,True,True,caso1
73,empleado_3,3,True,True,True,caso1
74,empleado_4,4,True,True,True,caso1
75,aspirante_3,3,False,False,True,caso4
76,empleado_3,3,False,False,False,caso2
77,aspirante_4,4,False,False,True,caso4
78,aspirante_4,4,False,False,True,caso4
79,empleado_1,10,False,False,True,caso3
80,empleado_1,9,False,False,True,caso3
81,empleado_2,5,False,False,True,caso3
82,empleado_3,3,True,True,True,caso1
83,empleado_4,4,True,True,True,caso1
84,aspirante_3,3,False,False,True,caso4
85,aspirante_3,3,False,False,True,caso4
86,empleado_4,4,True,True,True,caso1
87,aspirante_4,4,False,False,True,caso4
88,empleado_4,6,False,False,True,caso3
89,empleado_2,2,False,False,False,caso2
90,empleado_2,9,False,False,True,caso3
91,empleado_1,1,True,True,True,caso1
92,empleado_1,9,False,False,True,caso3
93,aspirante_3,3,False,False,True,caso4
94,aspirante_3,3,False,False,True,caso4
95,empleado_1,10,False,False,True,caso3
96,empleado_3,5,False,False,True,caso3
97,empleado_2,2,True,True,True,caso1
98,empleado_1,1,True,True,True,caso1
99,empleado_2,2,False,False,False,caso2
100,empleado_1,8,False,False,True,caso3
101,empleado_4,4,True,True,True,caso1
102,empleado_2,2,False,False,False,caso2
103,aspirante_4,4,False,False,True,caso4
104,empleado_1,6,False,False,True,caso3
105,empleado_3,3,True,True,True,caso1
106,empleado_3,3,True,True,True,caso1
107,empleado_2,5,False,False,True,caso3
108,aspirante_2,2,False,False,True,caso4
109,empleado_3,3,True,True,True,caso1
110,empleado_1,5,False,False,True,caso3
111,aspirante_4,4,False,False,True,caso4
112,empleado_1,1,True,True,True,caso1
113,empleado_2,2,False,False,False,caso2
114,empleado_1,9,False,False,True,caso3
115,empleado_3,3,True,True,True,caso1
116,empleado_2,2,True,True,True,caso1
117,empleado_4,4,True,True,True,caso1
118,empleado_3,3,False,False,False,caso2
119,empleado_3,3,False,False,False,caso2
120,empleado_4,4,True,True,True,caso1
121,aspirante_3,3,False,False,True,caso4
122,empleado_2,2,True,True,True,caso1
123,empleado_2,2,True,True,True,caso1
124,aspirante_4,4,False,False,True,caso4
125,empleado_1,1,True,True,True,caso1
126,empleado_3,8,False,False,True,caso3
127,empleado_1,1,False,False,False,caso2
128,empleado_2,2,False,False,False,caso2
129,empleado_2,2,True,True,True,caso1
130,empleado_1,6,False,False,True,caso3
131,aspirante_1,1,False,False,True,caso4
132,aspirante_4,4,False,False,True,caso4
133,empleado_1,9,False,False,True,caso3
134,empleado_2,2,True,True,True,caso1
135,empleado_2,7,False,False,True,caso3
136,empleado_4,4,False,False,False,caso2
137,empleado_3,3,False,False,False,caso2
138,aspirante_4,4,False,False,True,caso4
139,empleado_4,4,True,True,True,caso1
140,aspirante_2,2,False,False,True,caso4
141,empleado_4,10,False,False,True,caso3
142,empleado_3,3,True,True,True,caso1
143,empleado_4,4,True,True,True,caso1
144,aspirante_3,3,False,False,True,caso4
145,empleado_4,4,True,True,True,caso1
146,empleado_3,3,True,True,True,caso1
147,aspirante_1,1,False,False,True,caso4
148,empleado_3,3,True,True,True,caso1
149,aspirante_1,1,False,False,True,caso4
150,aspirante_3,3,False,False,True,caso4
151,empleado_3,3,False,False,False,caso2
152,empleado_4,4,False,False,False,caso2
153,empleado_3,3,False,False,False,caso2
154,empleado_1,1,True,True,True,caso1
155,empleado_2,2,True,True,True,caso1
156,empleado_1,8,False,False,True,caso3
157,empleado_2,7,False,False,True,caso3
158,empleado_4,4,True,True,True,caso1
159,empleado_2,2,True,True,True,caso1
160,empleado_4,4,True,True,True,caso1
161,aspirante_1,1,False,False,True,caso4
162,empleado_3,9,False,False,True,caso3
163,aspirante_4,4,False,False,True,caso4
164,empleado_3,5,False,False,True,caso3
165,empleado_4,4,True,True,True,caso1
166,empleado_2,2,True,True,True,caso1
167,empleado_3,3,False,False,False,caso2
168,empleado_1,1,True,True,True,caso1
