ciclo,userId,contratoId,intento_exitoso,operacion_exitosa,token_valido,caso
1,aspirante_2,2,False,False,True,caso4
2,aspirante_1,2,False,False,True,caso5
3,empleado_2,1,False,False,True,caso3
4,aspirante_2,4,False,False,True,caso5
5,aspirante_1,4,False,False,True,caso5
6,empleado_1,1,True,True,True,caso1
7,aspirante_1,1,False,False,True,caso4
8,empleado_3,3,False,False,False,caso2
9,aspirante_2,3,False,False,True,caso5
10,empleado_4,4,False,False,False,caso2
11,aspirante_1,4,False,False,True,caso5
12,aspirante_2,3,False,False,True,caso5
13,empleado_3,3,True,True,True,caso1
14,empleado_2,2,False,False,False,caso2
15,aspirante_1,2,False,False,True,caso5
16,aspirante_1,1,False,False,True,caso4
17,empleado_3,3,False,False,False,caso2
18,aspirante_1,2,False,False,True,caso5
19,aspirante_3,3,False,False,True,caso4
20,empleado_4,4,False,False,False,caso2
21,empleado_1,2,False,False,True,caso3
22,empleado_4,3,False,False,True,caso3
23,aspirante_4,1,False,False,True,caso5
24,empleado_4,4,True,True,True,caso1
25,empleado_1,4,False,False,True,caso3
26,aspirante_4,4,False,False,True,caso4
27,empleado_1,3,False,False,True,caso3
28,empleado_4,2,False,False,True,caso3
29,empleado_3,3,False,False,False,caso2
30,aspirante_2,3,False,False,True,caso5
31,empleado_4,4,True,True,True,caso1
32,aspirante_1,1,False,False,True,caso4
33,empleado_3,4,False,False,True,caso3
34,aspirante_1,1,False,False,True,caso4
35,empleado_2,1,False,False,True,caso3
36,aspirante_3,3,False,False,True,caso4
37,empleado_2,2,True,True,True,caso1
38,empleado_1,2,False,False,True,caso3
39,aspirante_2,1,False,False,True,caso5
40,aspirante_2,3,False,False,True,caso5
41,empleado_3,3,True,True,True,caso1
42,aspirante_1,2,False,False,True,caso5
43,aspirante_1,1,False,False,True,caso4
44,aspirante_2,4,False,False,True,caso5
45,empleado_3,3,True,True,True,caso1
46,aspirante_3,1,False,False,True,caso5
47,aspirante_4,2,False,False,True,caso5
48,aspirante_3,3,False,False,True,caso4
49,aspirante_1,3,False,False,True,caso5
50,aspirante_2,2,False,False,True,caso4
51,aspirante_2,2,False,False,True,caso4
52,aspirante_3,3,False,False,True,caso4
53,aspirante_4,1,False,False,True,caso5
54,empleado_1,1,False,False,False,caso2
55,empleado_2,2,False,False,False,caso2
56,empleado_4,2,False,False,True,caso3
57,aspirante_1,4,False,False,True,caso5
58,empleado_4,4,False,False,False,caso2
59,aspirante_4,1,False,False,True,caso5
60,empleado_3,3,True,True,True,caso1
61,aspirante_3,1,False,False,True,caso5
62,aspirante_3,3,False,False,True,caso4
63,empleado_1,1,False,False,False,caso2
64,aspirante_2,3,False,False,True,caso5
65,empleado_3,3,True,True,True,caso1
66,empleado_1,1,False,False,False,caso2
67,empleado_3,3,True,True,True,caso1
68,empleado_4,2,False,False,True,caso3
69,empleado_4,1,False,False,True,caso3
70,empleado_2,4,False,False,True,caso3
71,aspirante_3,3,False,False,True,caso4
72,empleado_3,2,False,False,True,caso3
73,aspirante_3,2,False,False,True,caso5
74,aspirante_1,1,False,False,True,caso4
75,empleado_2,3,False,False,True,caso3
76,empleado_2,2,True,True,True,caso1
77,empleado_2,2,False,False,False,caso2
78,aspirante_3,3,False,False,True,caso4
79,empleado_1,1,True,True,True,caso1
80,empleado_4,4,False,False,False,caso2
81,empleado_3,3,True,True,True,caso1
82,aspirante_2,1,False,False,True,caso5
83,aspirante_3,3,False,False,True,caso4
84,empleado_1,1,True,True,True,caso1
85,empleado_1,1,True,True,True,caso1
86,empleado_2,2,True,True,True,caso1
87,empleado_2,1,False,False,True,caso3
88,empleado_3,3,False,False,False,caso2
89,empleado_2,1,False,False,True,caso3
90,empleado_4,4,False,False,False,caso2
91,empleado_4,4,True,True,True,caso1
92,aspirante_3,3,False,False,True,caso4
93,empleado_3,2,False,False,True,caso3
94,empleado_1,3,False,False,True,caso3
95,aspirante_4,4,False,False,True,caso4
96,empleado_1,3,False,False,True,caso3
97,empleado_3,3,False,False,False,caso2
98,aspirante_4,1,False,False,True,caso5
99,empleado_2,2,False,False,False,caso2
100,aspirante_1,4,False,False,True,caso5
101,empleado_3,3,False,False,False,caso2
102,aspirante_3,3,False,False,True,caso4
103,aspirante_1,1,False,False,True,caso4
104,empleado_1,1,False,False,False,caso2
105,aspirante_3,2,False,False,True,caso5
106,empleado_4,1,False,False,True,caso3
107,empleado_2,4,False,False,True,caso3
108,empleado_3,3,False,False,False,caso2
109,empleado_2,2,True,True,True,caso1
110,aspirante_3,4,False,False,True,caso5
111,empleado_4,2,False,False,True,caso3
112,empleado_1,4,False,False,True,caso3
113,empleado_3,3,False,False,False,caso2
114,empleado_2,2,True,True,True,caso1
115,empleado_4,4,False,False,False,caso2
116,empleado_4,4,False,False,False,caso2
117,aspirante_4,4,False,False,True,caso4
118,aspirante_2,1,False,False,True,caso5
119,empleado_1,1,True,True,True,caso1
120,empleado_2,2,False,False,False,caso2
