ciclo,userId,contratoId,intento_exitoso,operacion_exitosa,token_valido,caso
1,aspirante_1,1,False,False,True,caso4
2,empleado_1,1,True,True,True,caso1
3,empleado_4,4,True,True,True,caso1
4,empleado_2,2,True,True,True,caso1
5,empleado_3,3,True,True,True,caso1
6,empleado_3,2,False,False,True,caso3
7,empleado_3,4,False,False,True,caso3
8,empleado_4,4,True,True,True,caso1
9,aspirante_1,4,False,False,True,caso5
10,empleado_1,1,False,False,False,caso2
11,empleado_4,4,True,True,True,caso1
12,empleado_2,2,True,True,True,caso1
13,empleado_2,2,True,True,True,caso1
14,aspirante_4,2,False,False,True,caso5
15,empleado_4,4,True,True,True,caso1
16,empleado_2,2,False,False,False,caso2
17,aspirante_1,4,False,False,True,caso5
18,empleado_2,2,False,False,False,caso2
19,aspirante_4,4,False,False,True,caso4
20,empleado_2,1,False,False,True,caso3
21,empleado_1,1,True,True,True,caso1
22,empleado_4,1,False,False,True,caso3
23,empleado_4,4,True,True,True,caso1
24,aspirante_3,2,False,False,True,caso5
25,aspirante_1,1,False,False,True,caso4
26,aspirante_1,1,False,False,True,caso4
27,aspirante_4,4,False,False,True,caso4
28,aspirante_2,1,False,False,True,caso5
29,empleado_1,1,False,False,False,caso2
30,aspirante_2,2,False,False,True,caso4
31,aspirante_1,1,False,False,True,caso4
32,empleado_4,1,False,False,True,caso3
33,aspirante_1,3,False,False,True,caso5
34,aspirante_1,1,False,False,True,caso4
35,empleado_1,1,False,False,False,caso2
36,aspirante_4,2,False,False,True,caso5
37,empleado_2,2,False,False,False,caso2
38,aspirante_1,1,False,False,True,caso4
39,aspirante_2,1,False,False,True,caso5
40,empleado_1,4,False,False,True,caso3
41,aspirante_3,1,False,False,True,caso5
42,empleado_1,1,False,False,False,caso2
43,empleado_4,3,False,False,True,caso3
44,aspirante_2,4,False,False,True,caso5
45,empleado_2,4,False,False,True,caso3
46,empleado_2,2,False,False,False,caso2
47,aspirante_1,3,False,False,True,caso5
48,aspirante_2,2,False,False,True,caso4
49,empleado_4,4,True,True,True,caso1
50,empleado_1,1,False,False,False,caso2
51,empleado_2,2,False,False,False,caso2
52,empleado_3,4,False,False,True,caso3
53,empleado_3,3,True,True,True,caso1
54,aspirante_4,2,False,False,True,caso5
55,empleado_4,4,True,True,True,caso1
56,empleado_1,4,False,False,True,caso3
57,empleado_4,3,False,False,True,caso3
58,empleado_2,2,True,True,True,caso1
59,empleado_2,1,False,False,True,caso3
60,empleado_3,3,True,True,True,caso1
61,empleado_1,1,True,True,True,caso1
62,aspirante_3,3,False,False,True,caso4
63,empleado_1,1,False,False,False,caso2
64,aspirante_3,1,False,False,True,caso5
65,aspirante_2,3,False,False,True,caso5
66,aspirante_3,1,False,False,True,caso5
67,empleado_1,1,False,False,False,caso2
68,empleado_3,3,True,True,True,caso1
69,empleado_3,3,True,True,True,caso1
70,aspirante_2,2,False,False,True,caso4
71,aspirante_4,1,False,False,True,caso5
72,empleado_4,4,False,False,False,caso2
73,empleado_2,2,True,True,True,caso1
74,aspirante_2,1,False,False,True,caso5
75,aspirante_4,4,False,False,True,caso4
76,aspirante_3,3,False,False,True,caso4
77,aspirante_2,3,False,False,True,caso5
78,empleado_3,3,True,True,True,caso1
79,aspirante_2,2,False,False,True,caso4
80,aspirante_2,4,False,False,True,caso5
81,empleado_3,3,False,False,False,caso2
82,empleado_2,2,True,True,True,caso1
83,empleado_2,2,False,False,False,caso2
84,empleado_1,1,True,True,True,caso1
85,aspirante_4,3,False,False,True,caso5
86,empleado_3,1,False,False,True,caso3
87,aspirante_3,4,False,False,True,caso5
88,aspirante_3,3,False,False,True,caso4
89,empleado_1,4,False,False,True,caso3
90,empleado_4,4,True,True,True,caso1
91,empleado_2,1,False,False,True,caso3
92,empleado_4,4,False,False,False,caso2
93,empleado_3,1,False,False,True,caso3
94,empleado_1,1,True,True,True,caso1
95,aspirante_4,1,False,False,True,caso5
96,aspirante_4,1,False,False,True,caso5
97,aspirante_1,1,False,False,True,caso4
98,empleado_3,3,False,False,False,caso2
99,empleado_4,4,True,True,True,caso1
100,aspirante_4,4,False,False,True,caso4
101,empleado_3,2,False,False,True,caso3
102,aspirante_3,3,False,False,True,caso4
103,aspirante_4,4,False,False,True,caso4
104,aspirante_4,4,False,False,True,caso4
105,aspirante_2,4,False,False,True,caso5
106,aspirante_3,3,False,False,True,caso4
107,empleado_1,1,False,False,False,caso2
108,aspirante_3,3,False,False,True,caso4
109,empleado_1,1,True,True,True,caso1
110,empleado_2,4,False,False,True,caso3
111,aspirante_3,3,False,False,True,caso4
112,empleado_1,1,False,False,False,caso2
113,empleado_1,1,True,True,True,caso1
114,empleado_2,2,False,False,False,caso2
115,empleado_3,3,False,False,False,caso2
116,aspirante_1,3,False,False,True,caso5
117,empleado_3,1,False,False,True,caso3
118,aspirante_3,3,False,False,True,caso4
119,empleado_1,1,False,False,False,caso2
120,empleado_2,2,False,False,False,caso2
121,aspirante_3,4,False,False,True,caso5
122,aspirante_4,3,False,False,True,caso5
123,empleado_2,1,False,False,True,caso3
124,empleado_2,1,False,False,True,caso3
125,empleado_3,4,False,False,True,caso3
126,empleado_4,4,True,True,True,caso1
127,empleado_4,4,True,True,True,caso1
128,empleado_1,1,True,True,True,caso1
129,aspirante_3,3,False,False,True,caso4
130,empleado_3,1,False,False,True,caso3
131,empleado_2,2,False,False,False,caso2
132,aspirante_1,4,False,False,True,caso5
133,empleado_4,4,False,False,False,caso2
134,empleado_2,1,False,False,True,caso3
135,empleado_2,4,False,False,True,caso3
136,aspirante_3,1,False,False,True,caso5
137,empleado_2,1,False,False,True,caso3
138,empleado_1,1,True,True,True,caso1
139,empleado_4,4,True,True,True,caso1
140,empleado_3,4,False,False,True,caso3
141,aspirante_1,3,False,False,True,caso5
142,empleado_2,2,False,False,False,caso2
143,aspirante_3,1,False,False,True,caso5
144,empleado_3,3,True,True,True,caso1
145,aspirante_1,1,False,False,True,caso4
146,empleado_4,4,False,False,False,caso2
147,empleado_2,2,False,False,False,caso2
148,empleado_4,4,False,False,False,caso2
149,empleado_1,1,True,True,True,caso1
150,aspirante_3,3,False,False,True,caso4
151,empleado_1,1,True,True,True,caso1
152,aspirante_1,1,False,False,True,caso4
153,empleado_1,1,False,False,False,caso2
154,aspirante_2,2,False,False,True,caso4
155,aspirante_4,1,False,False,True,caso5
156,empleado_4,3,False,False,True,caso3
157,empleado_1,1,True,True,True,caso1
158,empleado_4,4,True,True,True,caso1
159,aspirante_2,4,False,False,True,caso5
160,aspirante_1,4,False,False,True,caso5
161,empleado_3,3,True,True,True,caso1
162,aspirante_4,2,False,False,True,caso5
163,empleado_1,1,False,False,False,caso2
164,empleado_1,1,True,True,True,caso1
165,aspirante_1,4,False,False,True,caso5
166,empleado_1,4,False,False,True,caso3
167,empleado_3,3,False,False,False,caso2
168,empleado_1,2,False,False,True,caso3
169,empleado_4,4,False,False,False,caso2
170,aspirante_2,4,False,False,True,caso5
171,empleado_1,2,False,False,True,caso3
172,empleado_2,2,False,False,False,caso2
173,empleado_3,3,False,False,False,caso2
174,aspirante_4,1,False,False,True,caso5
175,empleado_4,4,True,True,True,caso1
176,aspirante_1,1,False,False,True,caso4
177,empleado_3,3,True,True,True,caso1
178,empleado_3,3,False,False,False,caso2
179,empleado_1,1,True,True,True,caso1
180,empleado_1,1,False,False,False,caso2
181,aspirante_2,2,False,False,True,caso4
182,empleado_3,2,False,False,True,caso3
183,empleado_2,2,False,False,False,caso2
184,empleado_3,3,True,True,True,caso1
185,empleado_2,3,False,False,True,caso3
186,aspirante_3,2,False,False,True,caso5
187,empleado_4,4,True,True,True,caso1
188,empleado_2,4,False,False,True,caso3
189,empleado_3,3,False,False,False,caso2
190,empleado_3,3,False,False,False,caso2
191,empleado_4,4,False,False,False,caso2
192,aspirante_3,4,False,False,True,caso5
193,aspirante_3,4,False,False,True,caso5
194,empleado_2,3,False,False,True,caso3
195,empleado_3,1,False,False,True,caso3
196,empleado_3,3,False,False,False,caso2
197,empleado_1,2,False,False,True,caso3
198,empleado_4,4,True,True,True,caso1
199,empleado_1,1,True,True,True,caso1
200,empleado_1,4,False,False,True,caso3
201,empleado_1,1,False,False,False,caso2
202,aspirante_2,2,False,False,True,caso4
203,aspirante_4,4,False,False,True,caso4
204,empleado_3,2,False,False,True,caso3
205,aspirante_3,1,False,False,True,caso5
206,empleado_3,3,False,False,False,caso2
207,empleado_1,1,True,True,True,caso1
208,aspirante_2,2,False,False,True,caso4
209,aspirante_3,3,False,False,True,caso4
210,aspirante_3,2,False,False,True,caso5
211,aspirante_4,2,False,False,True,caso5
212,aspirante_2,2,False,False,True,caso4
213,empleado_4,3,False,False,True,caso3
214,empleado_4,1,False,False,True,caso3
215,aspirante_2,3,False,False,True,caso5
216,empleado_4,1,False,False,True,caso3
217,aspirante_3,3,False,False,True,caso4
218,empleado_2,2,False,False,False,caso2
219,aspirante_2,2,False,False,True,caso4
220,aspirante_2,4,False,False,True,caso5
221,empleado_4,4,False,False,False,caso2
222,empleado_3,3,True,True,True,caso1
223,empleado_4,4,False,False,False,caso2
224,empleado_2,2,True,True,True,caso1
225,aspirante_3,3,False,False,True,caso4
226,aspirante_3,3,False,False,True,caso4
227,aspirante_4,1,False,False,True,caso5
228,empleado_3,3,True,True,True,caso1
229,aspirante_4,2,False,False,True,caso5
230,aspirante_2,1,False,False,True,caso5
231,empleado_2,1,False,False,True,caso3
232,empleado_3,3,True,True,True,caso1
233,aspirante_2,3,False,False,True,caso5
234,empleado_3,3,False,False,False,caso2
235,empleado_1,2,False,False,True,caso3
236,empleado_1,1,True,True,True,caso1
237,empleado_3,1,False,False,True,caso3
238,aspirante_2,3,False,False,True,caso5
239,aspirante_2,2,False,False,True,caso4
240,aspirante_4,4,False,False,True,caso4
241,empleado_2,4,False,False,True,caso3
242,aspirante_1,1,False,False,True,caso4
243,aspirante_3,4,False,False,True,caso5
244,aspirante_2,3,False,False,True,caso5
245,aspirante_3,2,False,False,True,caso5
246,empleado_2,1,False,False,True,caso3
247,empleado_3,2,False,False,True,caso3
248,empleado_3,2,False,False,True,caso3
249,empleado_4,1,False,False,True,caso3
250,aspirante_2,3,False,False,True,caso5
251,empleado_3,3,False,False,False,caso2
252,empleado_2,3,False,False,True,caso3
253,empleado_2,1,False,False,True,caso3
254,empleado_2,2,False,False,False,caso2
255,empleado_4,4,True,True,True,caso1
256,empleado_3,3,True,True,True,caso1
257,aspirante_1,4,False,False,True,caso5
258,aspirante_3,3,False,False,True,caso4
259,aspirante_2,3,False,False,True,caso5
260,empleado_4,1,False,False,True,caso3
261,aspirante_1,1,False,False,True,caso4
262,aspirante_2,2,False,False,True,caso4
263,aspirante_4,1,False,False,True,caso5
264,aspirante_2,2,False,False,True,caso4
265,aspirante_1,2,False,False,True,caso5
266,empleado_1,2,False,False,True,caso3
267,empleado_1,1,False,False,False,caso2
268,empleado_4,4,False,False,False,caso2
269,aspirante_2,2,False,False,True,caso4
270,aspirante_4,3,False,False,True,caso5
271,aspirante_2,1,False,False,True,caso5
272,aspirante_1,4,False,False,True,caso5
273,aspirante_4,3,False,False,True,caso5
274,empleado_4,3,False,False,True,caso3
275,empleado_3,3,False,False,False,caso2
276,empleado_4,4,True,True,True,caso1
277,aspirante_4,4,False,False,True,caso4
278,empleado_4,4,False,False,False,caso2
279,aspirante_4,3,False,False,True,caso5
280,aspirante_2,1,False,False,True,caso5
281,empleado_1,4,False,False,True,caso3
282,aspirante_2,2,False,False,True,caso4
283,empleado_1,1,False,False,False,caso2
284,aspirante_2,3,False,False,True,caso5
285,aspirante_4,4,False,False,True,caso4
286,aspirante_1,1,False,False,True,caso4
287,empleado_1,1,False,False,False,caso2
288,empleado_1,1,False,False,False,caso2
289,empleado_4,4,True,True,True,caso1
290,aspirante_4,4,False,False,True,caso4
291,empleado_3,3,True,True,True,caso1
292,aspirante_2,2,False,False,True,caso4
293,empleado_2,2,True,True,True,caso1
294,empleado_4,4,False,False,False,caso2
295,empleado_4,4,True,True,True,caso1
296,aspirante_3,1,False,False,True,caso5
297,empleado_1,1,False,False,False,caso2
298,empleado_4,4,False,False,False,caso2
299,empleado_3,3,False,False,False,caso2
300,aspirante_2,4,False,False,True,caso5
301,empleado_2,2,True,True,True,caso1
302,aspirante_4,3,False,False,True,caso5
303,empleado_1,1,False,False,False,caso2
304,aspirante_3,2,False,False,True,caso5
305,empleado_3,2,False,False,True,caso3
306,empleado_2,4,False,False,True,caso3
307,aspirante_4,4,False,False,True,caso4
308,aspirante_4,2,False,False,True,caso5
309,aspirante_2,1,False,False,True,caso5
310,aspirante_3,3,False,False,True,caso4
311,aspirante_2,1,False,False,True,caso5
312,empleado_4,3,False,False,True,caso3
313,aspirante_1,3,False,False,True,caso5
314,empleado_1,1,False,False,False,caso2
315,empleado_3,3,False,False,False,caso2
316,empleado_2,2,True,True,True,caso1
317,aspirante_3,2,False,False,True,caso5
318,empleado_3,4,False,False,True,caso3
319,empleado_3,3,True,True,True,caso1
320,aspirante_3,3,False,False,True,caso4
321,empleado_1,1,True,True,True,caso1
322,empleado_2,2,False,False,False,caso2
323,empleado_1,2,False,False,True,caso3
324,empleado_1,4,False,False,True,caso3
325,empleado_3,3,False,False,False,caso2
326,empleado_4,4,False,False,False,caso2
327,empleado_3,3,False,False,False,caso2
328,empleado_4,2,False,False,True,caso3
329,aspirante_1,1,False,False,True,caso4
330,aspirante_2,2,False,False,True,caso4
331,empleado_1,1,False,False,False,caso2
332,empleado_4,1,False,False,True,caso3
333,aspirante_3,3,False,False,True,caso4
334,empleado_2,2,False,False,False,caso2
335,aspirante_3,3,False,False,True,caso4
336,empleado_2,2,False,False,False,caso2
337,empleado_2,2,True,True,True,caso1
338,empleado_4,4,False,False,False,caso2
339,aspirante_1,1,False,False,True,caso4
340,empleado_2,2,True,True,True,caso1
341,empleado_1,1,False,False,False,caso2
342,empleado_4,4,False,False,False,caso2
343,aspirante_2,2,False,False,True,caso4
344,aspirante_3,3,False,False,True,caso4
345,aspirante_2,2,False,False,True,caso4
346,empleado_1,1,True,True,True,caso1
347,aspirante_2,2,False,False,True,caso4
348,empleado_4,2,False,False,True,caso3
349,empleado_3,3,False,False,False,caso2
350,empleado_3,3,True,True,True,caso1
351,empleado_3,3,True,True,True,caso1
